Number	Accession	A's	T's	G's	C's	N's	Length	GC%
39636	CY058182	452	372	332	264	20	1440	41.39
39637	CY058183	502	319	403	299	21	1544	45.47
39638	CY058184	271	209	200	170	12	862	42.92
39639	CY058184	271	209	200	170	12	862	42.92
39640	CY058185	712	504	533	426	31	2206	43.47
39641	CY058186	818	519	523	443	32	2335	41.37
39642	CY058187	771	498	590	434	32	2325	44.04
39643	CY074699	591	421	378	341	24	1755	40.97
39644	CY074700	288	243	261	207	14	1013	46.20
39645	CY074700	288	243	261	207	14	1013	46.20
39646	CY074701	451	377	336	274	20	1458	41.84
39647	CY074702	514	331	398	294	21	1558	44.42
39648	CY074703	296	207	195	161	12	871	40.87
39649	CY074703	296	207	195	161	12	871	40.87
39650	CY074704	736	527	516	413	31	2223	41.79
39651	CY074705	820	510	530	451	33	2344	41.85
39652	CY074705	820	510	530	451	33	2344	41.85
39653	CY074706	798	534	568	410	32	2342	41.76
39654	CY032453	582	417	378	345	24	1746	41.41
39655	CY032454	277	239	263	206	14	999	46.95
39656	CY032454	277	239	263	206	14	999	46.95
39657	CY032455	441	367	337	275	20	1440	42.50
39658	CY032456	504	329	400	291	21	1545	44.72
39659	CY032457	287	206	194	159	12	858	41.14
39660	CY032457	287	206	194	159	12	858	41.14
39661	CY032458	730	526	519	414	31	2220	42.03
39662	CY032459	817	510	523	449	32	2331	41.70
39663	CY032459	817	510	523	449	32	2331	41.70
39664	CY032460	792	521	566	413	32	2324	42.13
39665	CY072894	616	413	385	320	24	1758	40.10
39666	CY072895	287	236	256	208	14	1001	46.35
39667	CY072895	287	236	256	208	14	1001	46.35
39668	CY072896	453	373	331	263	20	1440	41.25
39669	CY072897	501	319	404	299	21	1544	45.53
39670	CY072898	272	209	200	169	12	862	42.81
39671	CY072898	272	209	200	169	12	862	42.81
39672	CY072899	710	502	534	429	31	2206	43.65
39673	CY072900	820	519	521	443	32	2335	41.28
39674	CY072901	772	498	590	433	32	2325	44.00
39675	CY073657	617	416	384	317	24	1758	39.87
39676	CY073658	287	236	256	208	14	1001	46.35
39677	CY073658	287	236	256	208	14	1001	46.35
39678	CY073659	453	373	331	263	20	1440	41.25
39679	CY073660	502	318	403	300	21	1544	45.53
39680	CY073661	271	210	201	168	12	862	42.81
39681	CY073661	271	210	201	168	12	862	42.81
39682	CY073662	712	503	532	428	31	2206	43.52
39683	CY073663	819	519	523	442	32	2335	41.33
39684	CY073664	772	498	590	433	32	2325	44.00
39685	CY072574	616	413	385	320	24	1758	40.10
39686	CY072575	287	236	256	208	14	1001	46.35
39687	CY072575	287	236	256	208	14	1001	46.35
39688	CY072576	453	373	331	263	20	1440	41.25
39689	CY072577	501	319	404	299	21	1544	45.53
39690	CY072578	272	209	200	169	12	862	42.81
39691	CY072578	272	209	200	169	12	862	42.81
39692	CY072579	710	502	534	429	31	2206	43.65
39693	CY072580	819	519	522	443	32	2335	41.33
39694	CY072581	772	498	590	433	32	2325	44.00
39695	CY038543	577	413	378	342	24	1734	41.52
39696	CY038544	278	239	262	206	14	999	46.85
39697	CY038544	278	239	262	206	14	999	46.85
39698	CY038545	437	365	338	273	20	1433	42.64
39699	CY038546	494	324	397	285	21	1521	44.84
39700	CY038547	284	206	195	159	12	856	41.36
39701	CY038547	284	206	195	159	12	856	41.36
39702	CY038548	724	514	515	407	30	2190	42.10
39703	CY038549	811	501	520	445	32	2309	41.79
39704	CY038549	811	501	520	445	32	2309	41.79
39705	CY038550	795	523	564	413	32	2327	41.99
39706	CY058252	618	413	383	320	24	1758	39.99
39707	CY058253	289	236	254	208	14	1001	46.15
39708	CY058253	289	236	254	208	14	1001	46.15
39709	CY058254	453	372	331	264	20	1440	41.32
39710	CY058255	504	317	402	300	21	1544	45.47
39711	CY058256	272	209	200	169	12	862	42.81
39712	CY058256	272	209	200	169	12	862	42.81
39713	CY058257	711	503	533	427	32	2206	43.52
39714	CY058258	819	519	522	443	32	2335	41.33
39715	CY058259	772	499	590	432	32	2325	43.96
39716	CY074771	591	421	378	342	24	1756	41.00
39717	CY074772	288	243	261	207	14	1013	46.20
39718	CY074772	288	243	261	207	14	1013	46.20
39719	CY074773	450	377	336	274	20	1457	41.87
39720	CY074774	514	330	399	296	21	1560	44.55
39721	CY074775	296	207	196	164	12	875	41.14
39722	CY074775	296	207	196	164	12	875	41.14
39723	CY074776	736	528	516	412	31	2223	41.75
39724	CY074777	818	510	532	451	33	2344	41.94
39725	CY074777	818	510	532	451	33	2344	41.94
39726	CY074778	798	535	568	409	32	2342	41.72
39727	CY058244	620	414	381	319	24	1758	39.82
39728	CY058245	287	236	256	208	14	1001	46.35
39729	CY058245	287	236	256	208	14	1001	46.35
39730	CY058246	453	372	332	264	20	1441	41.36
39731	CY058247	502	319	403	299	21	1544	45.47
39732	CY058248	272	209	199	170	12	862	42.81
39733	CY058248	272	209	199	170	12	862	42.81
39734	CY058249	713	504	532	426	31	2206	43.43
39735	CY058250	818	519	523	443	32	2335	41.37
39736	CY058251	769	498	592	434	32	2325	44.13
39737	CY032517	584	419	378	344	24	1749	41.28
39738	CY032518	276	239	262	206	14	997	46.94
39739	CY032518	276	239	262	206	14	997	46.94
39740	CY032519	443	372	340	275	20	1450	42.41
39741	CY032520	503	328	401	290	21	1543	44.78
39742	CY032521	290	206	192	159	12	859	40.86
39743	CY032521	290	206	192	159	12	859	40.86
39744	CY032522	730	526	519	414	31	2220	42.03
39745	CY032523	817	508	523	451	32	2331	41.78
39746	CY032523	817	508	523	451	32	2331	41.78
39747	CY032524	797	524	564	413	32	2330	41.93
39748	CY040242	585	417	382	313	25	1722	40.36
39749	CY040243	289	238	250	205	14	996	45.68
39750	CY040243	289	238	250	205	14	996	45.68
39751	CY040244	457	369	328	250	20	1424	40.59
39752	CY040245	482	320	395	300	21	1518	45.78
39753	CY040246	260	211	210	160	12	853	43.38
39754	CY040246	260	211	210	160	12	853	43.38
39755	CY040247	724	522	513	391	31	2181	41.45
39756	CY040248	802	549	509	437	32	2329	40.62
39757	CY040248	802	549	509	437	32	2329	40.62
39758	CY040249	794	529	554	403	32	2312	41.39
39759	CY072718	616	415	385	318	24	1758	39.99
39760	CY072719	289	235	254	209	14	1001	46.25
39761	CY072719	289	235	254	209	14	1001	46.25
39762	CY072720	452	372	332	264	20	1440	41.39
39763	CY072721	504	317	401	301	21	1544	45.47
39764	CY072722	270	209	202	169	12	862	43.04
39765	CY072722	270	209	202	169	12	862	43.04
39766	CY072723	713	503	532	427	31	2206	43.47
39767	CY072724	819	519	522	443	32	2335	41.33
39768	CY072725	773	499	589	432	32	2325	43.91
39769	CY032493	584	417	378	345	24	1748	41.36
39770	CY032494	276	239	262	206	14	997	46.94
39771	CY032494	276	239	262	206	14	997	46.94
39772	CY032495	445	372	337	275	20	1449	42.24
39773	CY032496	504	329	401	291	21	1546	44.76
39774	CY032497	289	206	192	159	12	858	40.91
39775	CY032497	289	206	192	159	12	858	40.91
39776	CY032498	731	525	519	415	31	2221	42.05
39777	CY032499	817	510	523	449	32	2331	41.70
39778	CY032499	817	510	523	449	32	2331	41.70
39779	CY032500	794	524	566	413	32	2329	42.04
39780	CY043736	582	420	384	312	24	1722	40.42
39781	CY043737	294	238	252	204	14	1002	45.51
39782	CY043737	294	238	252	204	14	1002	45.51
39783	CY043738	463	374	330	255	20	1442	40.57
39784	CY043739	496	326	398	307	21	1548	45.54
39785	CY043740	268	214	210	160	12	864	42.82
39786	CY043740	268	214	210	160	12	864	42.82
39787	CY043741	737	538	519	399	31	2224	41.28
39788	CY043742	801	549	511	439	32	2332	40.74
39789	CY043742	801	549	511	439	32	2332	40.74
39790	CY043743	800	532	558	410	32	2332	41.51
39791	CY072814	618	413	383	320	24	1758	39.99
39792	CY072815	288	236	255	208	14	1001	46.25
39793	CY072815	288	236	255	208	14	1001	46.25
39794	CY072816	454	372	330	264	20	1440	41.25
39795	CY072817	504	317	402	300	21	1544	45.47
39796	CY072818	271	209	201	169	12	862	42.92
39797	CY072818	271	209	201	169	12	862	42.92
39798	CY072819	712	504	534	425	31	2206	43.47
39799	CY072820	819	520	521	443	32	2335	41.28
39800	CY072821	772	499	590	432	32	2325	43.96
39801	CY074827	592	421	378	342	24	1757	40.98
39802	CY074828	288	243	261	208	14	1014	46.25
39803	CY074828	288	243	261	208	14	1014	46.25
39804	CY074829	450	377	336	274	20	1457	41.87
39805	CY074830	514	331	398	295	21	1559	44.45
39806	CY074831	297	207	195	164	12	875	41.03
39807	CY074831	297	207	195	164	12	875	41.03
39808	CY074832	736	527	515	413	32	2223	41.75
39809	CY074833	819	510	528	450	37	2344	41.72
39810	CY074833	819	510	528	450	37	2344	41.72
39811	CY074834	798	533	568	411	32	2342	41.80
39812	CY072902	618	414	383	319	24	1758	39.93
39813	CY072903	287	236	256	208	14	1001	46.35
39814	CY072903	287	236	256	208	14	1001	46.35
39815	CY072904	452	373	332	263	20	1440	41.32
39816	CY072905	502	318	403	300	21	1544	45.53
39817	CY072906	271	209	201	169	12	862	42.92
39818	CY072906	271	209	201	169	12	862	42.92
39819	CY072907	713	500	533	429	31	2206	43.61
39820	CY072908	818	520	523	442	32	2335	41.33
39821	CY072909	772	497	590	434	32	2325	44.04
39822	CY058596	608	414	382	317	24	1745	40.06
39823	CY058597	284	235	255	208	14	996	46.49
39824	CY058597	284	235	255	208	14	996	46.49
39825	CY058598	450	373	332	263	20	1438	41.38
39826	CY058599	500	316	403	297	21	1537	45.54
39827	CY058600	267	208	201	168	12	856	43.11
39828	CY058600	267	208	201	168	12	856	43.11
39829	CY058601	710	499	533	427	30	2199	43.66
39830	CY058602	818	517	521	443	32	2331	41.36
39831	CY058603	772	496	590	434	32	2324	44.06
39832	CY072854	615	416	385	318	24	1758	39.99
39833	CY072855	287	236	256	208	14	1001	46.35
39834	CY072855	287	236	256	208	14	1001	46.35
39835	CY072856	453	371	331	265	20	1440	41.39
39836	CY072857	501	318	404	300	21	1544	45.60
39837	CY072858	271	209	201	169	12	862	42.92
39838	CY072858	271	209	201	169	12	862	42.92
39839	CY072859	712	502	533	428	31	2206	43.56
39840	CY072860	820	519	521	443	32	2335	41.28
39841	CY072861	772	498	590	433	32	2325	44.00
39842	CY069282	620	414	381	319	24	1758	39.82
39843	CY069283	287	236	256	208	14	1001	46.35
39844	CY069283	287	236	256	208	14	1001	46.35
39845	CY069284	452	372	332	264	20	1440	41.39
39846	CY069285	502	319	403	299	21	1544	45.47
39847	CY069286	271	209	200	170	12	862	42.92
39848	CY069286	271	209	200	170	12	862	42.92
39849	CY069287	712	504	533	426	31	2206	43.47
39850	CY069288	818	520	523	442	32	2335	41.33
39851	CY069289	771	497	590	435	32	2325	44.09
39852	CY073697	618	415	383	318	24	1758	39.87
39853	CY073698	287	236	256	208	14	1001	46.35
39854	CY073698	287	236	256	208	14	1001	46.35
39855	CY073699	454	372	330	264	20	1440	41.25
39856	CY073700	500	318	405	300	21	1544	45.66
39857	CY073701	271	209	201	169	12	862	42.92
39858	CY073701	271	209	201	169	12	862	42.92
39859	CY073702	713	503	531	428	31	2206	43.47
39860	CY073703	820	518	522	443	32	2335	41.33
39861	CY073704	770	498	592	433	32	2325	44.09
39862	CY072974	615	415	385	319	24	1758	40.05
39863	CY072975	285	237	258	207	14	1001	46.45
39864	CY072975	285	237	258	207	14	1001	46.45
39865	CY072976	453	372	331	264	20	1440	41.32
39866	CY072977	501	317	404	301	21	1544	45.66
39867	CY072978	271	209	201	169	12	862	42.92
39868	CY072978	271	209	201	169	12	862	42.92
39869	CY072979	713	502	532	428	31	2206	43.52
39870	CY072980	822	519	519	443	32	2335	41.20
39871	CY072981	771	497	591	434	32	2325	44.09
39872	CY074875	591	421	378	342	24	1756	41.00
39873	CY074876	288	243	261	207	14	1013	46.20
39874	CY074876	288	243	261	207	14	1013	46.20
39875	CY074877	450	377	336	274	20	1457	41.87
39876	CY074878	515	331	397	294	21	1558	44.35
39877	CY074879	296	207	195	161	12	871	40.87
39878	CY074879	296	207	195	161	12	871	40.87
39879	CY074880	736	527	516	413	31	2223	41.79
39880	CY074881	820	510	530	451	33	2344	41.85
39881	CY074881	820	510	530	451	33	2344	41.85
39882	CY074882	798	533	568	411	32	2342	41.80
39883	CY040290	596	425	394	319	24	1758	40.56
39884	CY040291	295	238	251	205	14	1003	45.46
39885	CY040291	295	238	251	205	14	1003	45.46
39886	CY040292	464	371	331	257	20	1443	40.75
39887	CY040293	489	326	402	306	21	1544	45.85
39888	CY040294	263	214	210	159	12	858	43.01
39889	CY040294	263	214	210	159	12	858	43.01
39890	CY040295	741	536	520	397	31	2225	41.21
39891	CY040296	803	550	510	437	32	2332	40.61
39892	CY040296	803	550	510	437	32	2332	40.61
39893	CY040297	804	538	557	408	32	2339	41.26
39894	CY074891	592	421	377	341	24	1755	40.91
39895	CY074892	289	243	260	207	14	1013	46.10
39896	CY074892	289	243	260	207	14	1013	46.10
39897	CY074893	450	377	336	274	20	1457	41.87
39898	CY074894	514	331	398	294	21	1558	44.42
39899	CY074895	296	207	195	162	12	872	40.94
39900	CY074895	296	207	195	162	12	872	40.94
39901	CY074896	736	527	516	413	31	2223	41.79
39902	CY074897	819	510	531	451	33	2344	41.89
39903	CY074897	819	510	531	451	33	2344	41.89
39904	CY074898	798	533	569	412	33	2345	41.83
39905	CY038511	587	419	378	345	24	1753	41.24
39906	CY038512	278	239	263	206	14	1000	46.90
39907	CY038512	278	239	263	206	14	1000	46.90
39908	CY038513	447	373	337	275	20	1452	42.15
39909	CY038514	505	329	401	291	21	1547	44.73
39910	CY038515	288	207	193	159	12	859	40.98
39911	CY038515	288	207	193	159	12	859	40.98
39912	CY038516	736	525	518	414	31	2224	41.91
39913	CY038517	819	509	522	450	32	2332	41.68
39914	CY038517	819	509	522	450	32	2332	41.68
39915	CY038518	796	525	563	412	32	2328	41.88
39916	CY072638	615	415	385	319	24	1758	40.05
39917	CY072639	285	237	258	207	14	1001	46.45
39918	CY072639	285	237	258	207	14	1001	46.45
39919	CY072640	453	372	331	264	20	1440	41.32
39920	CY072641	501	317	404	301	21	1544	45.66
39921	CY072642	271	209	201	169	12	862	42.92
39922	CY072642	271	209	201	169	12	862	42.92
39923	CY072643	713	502	532	428	31	2206	43.52
39924	CY072644	821	519	520	443	32	2335	41.24
39925	CY072645	772	497	589	434	33	2325	44.00
39926	CY074803	592	421	378	344	24	1759	41.05
39927	CY074804	289	243	260	208	14	1014	46.15
39928	CY074804	289	243	260	208	14	1014	46.15
39929	CY074805	450	377	336	274	20	1457	41.87
39930	CY074806	514	331	398	296	21	1560	44.49
39931	CY074807	296	207	195	162	12	872	40.94
39932	CY074807	296	207	195	162	12	872	40.94
39933	CY074808	735	527	517	413	31	2223	41.84
39934	CY074809	822	512	530	450	33	2347	41.76
39935	CY074809	822	512	530	450	33	2347	41.76
39936	CY074810	798	533	569	412	33	2345	41.83
39937	CY040258	580	420	386	312	24	1722	40.53
39938	CY040259	291	236	249	206	14	996	45.68
39939	CY040259	291	236	249	206	14	996	45.68
39940	CY040260	459	370	331	253	20	1433	40.75
39941	CY040261	484	320	394	299	21	1518	45.65
39942	CY040262	260	211	208	159	11	849	43.23
39943	CY040262	260	211	208	159	11	849	43.23
39944	CY040263	730	527	510	384	30	2181	40.99
39945	CY040264	797	540	503	434	32	2306	40.63
39946	CY040264	797	540	503	434	32	2306	40.63
39947	CY040265	789	530	557	404	32	2312	41.57
39948	CY074675	591	421	378	342	24	1756	41.00
39949	CY074676	287	243	262	207	14	1013	46.30
39950	CY074676	287	243	262	207	14	1013	46.30
39951	CY074677	450	377	336	274	20	1457	41.87
39952	CY074678	514	331	398	294	21	1558	44.42
39953	CY074679	295	207	196	161	12	871	40.99
39954	CY074679	295	207	196	161	12	871	40.99
39955	CY074680	735	528	517	412	31	2223	41.79
39956	CY074681	820	511	530	450	33	2344	41.81
39957	CY074681	820	511	530	450	33	2344	41.81
39958	CY074682	798	533	568	411	32	2342	41.80
39959	CY074707	591	421	378	341	24	1755	40.97
39960	CY074708	289	243	260	207	14	1013	46.10
39961	CY074708	289	243	260	207	14	1013	46.10
39962	CY074709	450	377	336	274	20	1457	41.87
39963	CY074710	514	331	398	294	21	1558	44.42
39964	CY074711	296	207	195	161	12	871	40.87
39965	CY074711	296	207	195	161	12	871	40.87
39966	CY074712	735	527	517	413	31	2223	41.84
39967	CY074713	820	511	530	450	33	2344	41.81
39968	CY074713	820	511	530	450	33	2344	41.81
39969	CY074714	799	533	567	411	32	2342	41.76
39970	CY073537	617	413	384	320	24	1758	40.05
39971	CY073538	287	236	256	208	14	1001	46.35
39972	CY073538	287	236	256	208	14	1001	46.35
39973	CY073539	454	372	330	264	20	1440	41.25
39974	CY073540	500	320	405	298	21	1544	45.53
39975	CY073541	271	209	201	169	12	862	42.92
39976	CY073541	271	209	201	169	12	862	42.92
39977	CY073542	712	503	533	427	31	2206	43.52
39978	CY073543	820	520	521	442	32	2335	41.24
39979	CY073544	772	499	590	432	32	2325	43.96
39980	CY058164	617	415	384	318	24	1758	39.93
39981	CY058165	287	236	256	208	14	1001	46.35
39982	CY058165	287	236	256	208	14	1001	46.35
39983	CY058166	453	373	331	263	20	1440	41.25
39984	CY058167	501	318	404	300	21	1544	45.60
39985	CY058168	270	209	201	170	12	862	43.04
39986	CY058168	270	209	201	170	12	862	43.04
39987	CY058169	712	502	533	428	31	2206	43.56
39988	CY058170	819	518	523	443	32	2335	41.37
39989	CY058171	771	498	591	433	32	2325	44.04
39990	CY044421	596	424	388	315	24	1747	40.24
39991	CY044422	298	238	249	204	14	1003	45.16
39992	CY044422	298	238	249	204	14	1003	45.16
39993	CY044423	461	373	332	255	20	1441	40.74
39994	CY044424	485	322	396	301	21	1525	45.70
39995	CY044425	263	210	206	162	12	853	43.14
39996	CY044425	263	210	206	162	12	853	43.14
39997	CY044426	745	541	517	398	31	2232	40.99
39998	CY044427	803	551	510	436	32	2332	40.57
39999	CY044427	803	551	510	436	32	2332	40.57
40000	CY044428	798	531	553	408	32	2322	41.39
40001	CY038535	583	421	386	314	24	1728	40.51
40002	CY038536	292	236	250	207	14	999	45.75
40003	CY038536	292	236	250	207	14	999	45.75
40004	CY038537	461	371	330	256	20	1438	40.75
40005	CY038538	484	320	397	299	21	1521	45.76
40006	CY038539	263	211	209	161	12	856	43.22
40007	CY038539	263	211	209	161	12	856	43.22
40008	CY038540	728	525	510	389	30	2182	41.20
40009	CY038541	799	542	506	433	32	2312	40.61
40010	CY038541	799	542	506	433	32	2312	40.61
40011	CY038542	793	532	556	405	32	2318	41.46
40012	CY072926	617	415	384	318	24	1758	39.93
40013	CY072927	289	235	254	209	14	1001	46.25
40014	CY072927	289	235	254	209	14	1001	46.25
40015	CY072928	453	372	331	264	20	1440	41.32
40016	CY072929	504	317	401	301	21	1544	45.47
40017	CY072930	270	209	202	169	12	862	43.04
40018	CY072930	270	209	202	169	12	862	43.04
40019	CY072931	711	503	534	427	31	2206	43.56
40020	CY072932	822	518	519	444	32	2335	41.24
40021	CY072933	772	498	590	433	32	2325	44.00
40022	CY073585	616	413	384	321	24	1758	40.10
40023	CY073586	287	236	256	208	14	1001	46.35
40024	CY073586	287	236	256	208	14	1001	46.35
40025	CY073587	453	371	331	265	20	1440	41.39
40026	CY073588	502	319	403	299	21	1544	45.47
40027	CY073589	271	209	201	169	12	862	42.92
40028	CY073589	271	209	201	169	12	862	42.92
40029	CY073590	711	503	533	428	31	2206	43.56
40030	CY073591	822	520	519	442	32	2335	41.16
40031	CY073592	770	498	593	432	32	2325	44.09
40032	CY044405	606	427	391	318	24	1766	40.15
40033	CY044406	299	240	253	207	14	1013	45.41
40034	CY044406	299	240	253	207	14	1013	45.41
40035	CY044407	466	375	333	256	20	1450	40.62
40036	CY044408	493	325	401	305	21	1545	45.70
40037	CY044409	269	212	209	161	12	863	42.87
40038	CY044409	269	212	209	161	12	863	42.87
40039	CY044410	737	537	516	393	31	2214	41.06
40040	CY044411	805	549	510	437	32	2333	40.59
40041	CY044411	805	549	510	437	32	2333	40.59
40042	CY044412	792	530	555	404	32	2313	41.46
40043	CY058148	616	413	385	320	24	1758	40.10
40044	CY058149	287	236	256	208	14	1001	46.35
40045	CY058149	287	236	256	208	14	1001	46.35
40046	CY058150	453	373	331	263	20	1440	41.25
40047	CY058151	501	318	404	300	21	1544	45.60
40048	CY058152	272	209	200	169	12	862	42.81
40049	CY058152	272	209	200	169	12	862	42.81
40050	CY058153	712	502	533	428	31	2206	43.56
40051	CY058154	820	519	521	443	32	2335	41.28
40052	CY058155	771	498	591	433	32	2325	44.04
40053	CY039479	608	425	389	318	24	1764	40.08
40054	CY039480	300	239	250	205	14	1008	45.14
40055	CY039480	300	239	250	205	14	1008	45.14
40056	CY039481	462	373	332	255	20	1442	40.71
40057	CY039482	494	327	399	307	21	1548	45.61
40058	CY039483	263	210	207	161	12	853	43.14
40059	CY039483	263	210	207	161	12	853	43.14
40060	CY039484	743	536	517	400	31	2227	41.18
40061	CY039485	805	551	509	436	32	2333	40.51
40062	CY039485	805	551	509	436	32	2333	40.51
40063	CY039486	800	532	553	409	32	2326	41.36
40064	CY074835	591	422	378	341	24	1756	40.95
40065	CY074836	288	243	261	208	14	1014	46.25
40066	CY074836	288	243	261	208	14	1014	46.25
40067	CY074837	450	377	336	274	20	1457	41.87
40068	CY074838	514	331	398	295	21	1559	44.45
40069	CY074839	297	207	195	164	12	875	41.03
40070	CY074839	297	207	195	164	12	875	41.03
40071	CY074840	735	527	517	413	31	2223	41.84
40072	CY074841	820	512	531	450	33	2346	41.82
40073	CY074841	820	512	531	450	33	2346	41.82
40074	CY074842	798	533	568	411	32	2342	41.80
40075	CY038527	575	412	378	341	25	1731	41.54
40076	CY038528	279	240	261	205	14	999	46.65
40077	CY038528	279	240	261	205	14	999	46.65
